ID,Name,Category,Price,count In Stock,rating,Sold,Description
67115a210269043f584ab774,Nước Hoa Nam Afnan Supremacy Silver EDP,Sắc đẹp,2500000,220,4.4,2,"Afnan Supremacy Silver EDP là lựa chọn hoàn hảo cho quý ông yêu thích sự sang trọng và tinh tế. Với hương thơm mạnh mẽ và nam tính, sản phẩm mang lại cảm giác tự tin suốt cả ngày. Afnan, thương hiệu nổi tiếng về chất lượng, đã kết hợp hoàn hảo giữa hương cam bergamot, gỗ đàn hương và xạ hương, tạo nên một mùi hương độc đáo và cuốn hút."
67115a740269043f584ab787,Nước Hoa Nam Versace Eros Man EDT,Sắc đẹp,1000000,461,4.5,1,"Nước Hoa Nam Versace Eros Man EDT 5ml là chai nước hoa Nam nguồn cảm hứng từ vị thần tình yêu trong thần thoại Hy Lạp. Chai Versace Eros 5ml cho nam là biểu tượng cho thần tình yêu Hy Lạp, đại diện của tình yêu, là trung tâm của các hương thơm, là sự kết hợp và thể hiện của niềm đam mê vô tận và ham muốn mãnh liệt."
67115ac50269043f584ab79d,Nước Hoa Calvin Klein (CK) CK One,Sắc đẹp,960000,10,4.7,0,Nước hoa Calvin Klein CK One 100ml là dòng nước hoa hàng hiệu của thương hiệu Calvin Klein dành cho cả nam và nữ thuộc dòng Cam Quýt - Thơm Ngát. Calvin Klein CK One mang trong mình sự tươi mát và tinh khiết và đồng thời thể hiện được một cái nhìn mới của nước hoa.
67115b000269043f584ab7b0,Nước Hoa Nữ Armaf Club De Nuit EDP,Sắc đẹp,1500000,15,4.2,12,"Nước hoa Nữ Armaf Club De Nuit EDT 105ml là chai nước hoa nữ cao cấp đến từ thương hiệu Armaf, sự lựa chọn hoàn hảo cho những ai yêu thích hương thơm thanh lịch và sang trọng. Được thiết kế bởi thương hiệu danh tiếng Armaf, sản phẩm này mang đến một trải nghiệm hương thơm khó quên, phù hợp với mọi dịp."
67115b4b0269043f584ab7c6,Sữa Tắm Hương Nước Hoa Nữ Armaf Club De Nuit Intense Woman Shower Gel,Sắc đẹp,150000,8,4.7,0,"Sữa Tắm Hương Nước Hoa Nữ Armaf Club De Nuit Intense Woman Shower Gel mang đến mùi hương đầy nữ tính đặc trưng của dòng nước hoa lừng danh Club De Nuit Intense Woman, sữa tắm Armaf Club De Nuit Intense Woman có ưu điểm làm sạch sâu lớp bụi bẩn trên cơ thể bạn, nuôi dưỡng và cung cấp lượng ẩm cần thiết. Hơn nữa, sữa tắm Armaf Club De Nuit Intense Woman còn phù hợp với mọi loại da, hứa hẹn sẽ là một sản phẩm chăm sóc da mà bạn không thể thiếu trong tầm tay"
67115baf0269043f584ab7e8,Tinh Chất Phục Hồi Da Ban Đêm Estée Lauder Advanced Night Repair,Sắc đẹp,300000,5,4.6,95,"Tinh Chất Phục Hồi Da Ban Đêm Estée Lauder Advanced Night Repair 50ml là tinh chất hỗ trợ da phục hồi ban đêm cho mọi loại da, tới từ thương hiệu Estee Lauder của Mỹ. Estée Lauder Advanced Night Repair mang đến làn da rạng rỡ, khỏe mạnh hơn khi thức dậy mỗi ngày."
67115bea0269043f584ab7fb,Son Dior Rouge 888 Strong Matte Màu Đỏ Cam - From Satin To Matte,Sắc đẹp,20000000,20,4.8,63,Son Dior Rouge 888 Strong Matte Màu Đỏ Cam – From Satin To Matte là một trong những thỏi son best-seller của hãng Dior với tông màu đầy cuốn hút mê hoặc với mọi cô nàng. Với độ HOT ngay từ khi ra mắt Dior Rouge 888 luôn là son yêu thích của mọi cô nàng có phong cách trang điểm quyến rũ.
67115c4d0269043f584ab811,Son Dưỡng Dior Addict Lip Maximizer 009 Intense Rosewood Màu Hồng Đất,Sắc đẹp,40000000,461,4.4,50,"Son Dior Addict Lip Maximizer 009 Intense Rosewood Màu Hồng Đất là cây son dưỡng cao cấp mới nhất ra mắt vừa qua của dòng Dior Lip Maximizer. Dior Addict Lip Maximizer 009 mang đến cho các cô nàng một đôi môi căng mọng, cuốn hút, khỏe mạnh từ bên trong."
67115ca60269043f584ab824,Son Tom Ford Lip Color Lipstick 16 Scarlet Rouge Mini Màu Đỏ Thuần,Sắc đẹp,150000,10,4.5,120,"Son Tom Ford Lip Color Lipstick - 16 Scarlet Rouge Mini Màu Đỏ Thuần là thỏi son cao cấp sở hữu một màu đỏ nổi tiếng của thương hiệu Tom Ford không quá trầm cũng chẳng tươi quá, tất cả dừng lại ở sự vừa phải, đúng độ để mang đến một vẻ đẹp chuẩn mực của cái đẹp hiện đại, ở mọi thời đại, không bị lỗi thời."
67115cdd0269043f584ab837,Son Dưỡng Dior Addict Lip Glow Màu 015 Cherry,Sắc đẹp,900000,15,4.7,45,"Son Dưỡng Dior Addict Lip Glow Màu 015 Cherry là cây son dưỡng cao cấp đến từ thương hiệu Dior nổi tiếng của Pháp. Dior Addict Lip Glow 015 Cherry là sản phẩm công thức dưỡng môi khác biệt và hỗ trợ tối ưu cho đôi môi bạn trở nên tươi tắn, căng mọng đầy sức sống."
67115d290269043f584ab84a,Túi Đựng Giày Nike DM3982-010 Màu Đen,Quần áo ,250000,8,4.6,40,"Túi Đựng Giày Nike DM3982-010 Màu Đen là chiếc túi cao cấp đến từ thương hiệu Nike nổi tiếng của Mỹ. Mẫu túi được thiết kế đơn giản tiện lợi, là một trong những mẫu túi được yêu thích của Nike. "
67115d750269043f584ab85d,Túi Cầm Tay Nam Coach Small Travel Kit In Signature Canvas 2515 Màu Đen Xám,Quần áo ,1000000,5,4.8,72,Túi Cầm Tay Nam Coach Small Travel Kit In Signature Canvas 2515 Màu Đen Xám là chiếc túi nam cao cấp đến từ thương hiệu Coach nổi tiếng. Túi được thiết kế basic vừa tiện lợi vừa đem lại sự sang trọng cho người dùng. 
